StoreID,Year,Month,SalesTarget
S118,2025,7,30308.28
S118,2025,8,29401.15
S118,2025,9,21244.19
S118,2025,10,56138.36
S118,2025,11,42097.22
S118,2025,12,43881.92
S119,2021,1,21071.06
S119,2021,2,35980.75
S119,2021,3,32894.92
S119,2021,4,43860.65
S119,2021,5,27014.77
S119,2021,6,48677.47
S119,2021,7,15113.75
S119,2021,8,40253.04
S119,2021,9,49954.27
S119,2021,10,16006.91
S119,2021,11,47609.11
S119,2021,12,39588.54
S119,2022,1,38236.12
S119,2022,2,46934.43
S119,2022,3,46363.53
S119,2022,4,57217.13
S119,2022,5,42321.74
S119,2022,6,17910.33
S119,2022,7,36747.35
S119,2022,8,31664.64
S119,2022,9,21892.95
S119,2022,10,45491.38
S119,2022,11,35724.2
S119,2022,12,25114.67
S119,2023,1,24485.82
S119,2023,2,42613.78
S119,2023,3,30257.39
S119,2023,4,45248.29
S119,2023,5,34324.98
S119,2023,6,27401.67
S119,2023,7,39367.39
S119,2023,8,38400.61
S119,2023,9,45283.37
S119,2023,10,26004.17
S119,2023,11,65166.48
S119,2023,12,39176.13
S119,2024,1,34566.44
S119,2024,2,23158.33
S119,2024,3,35022.36
S119,2024,4,30772.72
S119,2024,5,50105.94
S119,2024,6,41205.7
S119,2024,7,16651.52
S119,2024,8,15843.39
S119,2024,9,29676.46
S119,2024,10,47637.79
S119,2024,11,34904.45
S119,2024,12,65936.8
S119,2025,1,20791.94
S119,2025,2,44701.92
S119,2025,3,25019.48
S119,2025,4,49462.58
S119,2025,5,39166.96
S119,2025,6,44575.92
S119,2025,7,19583.19
S119,2025,8,53692.05
S119,2025,9,51031.64
S119,2025,10,22862.46
S119,2025,11,27740.55
S119,2025,12,19656.36
S120,2021,1,35021.54
S120,2021,2,42113.83
S120,2021,3,53636.81
S120,2021,4,17419.57
S120,2021,5,33221.19
S120,2021,6,57725.77
S120,2021,7,25844.59
S120,2021,8,53930.8
S120,2021,9,30559.84
S120,2021,10,31197.39
S120,2021,11,46633.05
S120,2021,12,26811.88
S120,2022,1,14698.96
S120,2022,2,14576.0
S120,2022,3,20538.12
S120,2022,4,29986.17
S120,2022,5,26351.75
S120,2022,6,35468.44
S120,2022,7,25292.23
S120,2022,8,27948.14
S120,2022,9,58242.36
S120,2022,10,25817.64
S120,2022,11,23697.76
S120,2022,12,71824.22
S120,2023,1,22787.37
S120,2023,2,33273.41
S120,2023,3,21007.13
S120,2023,4,30857.89
S120,2023,5,31437.71
S120,2023,6,58286.59
S120,2023,7,30154.49
S120,2023,8,26455.31
S120,2023,9,25046.29
S120,2023,10,27166.36
S120,2023,11,76034.62
S120,2023,12,56581.98
S120,2024,1,24570.04
S120,2024,2,27801.68
S120,2024,3,29795.96
S120,2024,4,44191.56
S120,2024,5,36041.69
S120,2024,6,42880.85
S120,2024,7,29133.32
S120,2024,8,25700.43
S120,2024,9,21505.53
S120,2024,10,31502.33
S120,2024,11,41313.44
S120,2024,12,51832.23
S120,2025,1,44650.11
S120,2025,2,38536.28
S120,2025,3,41193.29
S120,2025,4,58558.56
S120,2025,5,30480.47
S120,2025,6,48607.68
S120,2025,7,28563.53
S120,2025,8,36950.96
S120,2025,9,56758.47
S120,2025,10,19397.45
S120,2025,11,43413.87
S120,2025,12,22092.21
